user_id,tenant_label,match_rank,match_user_id,match_tenant_label,compatibility_score,top_drivers,explanation_short,explanation_long,top_driver_values
231,Tenant_231,5,119,Tenant_119,80.0,"privacy_need(mode=similarity, score=1.00, w=1.10); guest_tolerance(mode=similarity, score=1.00, w=1.00); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Privacy need, Guest tolerance, Cleanliness level.","Tenant_231 matches well with Tenant_119 (score 80.00%). Top drivers: Privacy need, Guest tolerance, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 2 vs 2 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00) | cleanliness_level: 2 vs 1 (similarity, 0.75)"
232,Tenant_232,1,99,Tenant_099,90.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_232 matches well with Tenant_099 (score 90.48%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00)"
232,Tenant_232,2,4,Tenant_004,84.76,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Guest tolerance.","Tenant_232 matches well with Tenant_004 (score 84.76%). Top drivers: Noise tolerance, Sleep schedule, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00)"
232,Tenant_232,3,171,Tenant_171,84.05,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_232 matches well with Tenant_171 (score 84.05%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | privacy_need: 3 vs 3 (similarity, 1.00)"
232,Tenant_232,4,51,Tenant_051,82.38,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_232 matches well with Tenant_051 (score 82.38%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00)"
232,Tenant_232,5,77,Tenant_077,82.14,"noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Routine structure, Sociability level.","Tenant_232 matches well with Tenant_077 (score 82.14%). Top drivers: Noise tolerance, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00) | sociability_level: 4 vs 2 (complementarity, 1.00)"
233,Tenant_233,1,127,Tenant_127,82.86,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_233 matches well with Tenant_127 (score 82.86%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
233,Tenant_233,2,104,Tenant_104,80.95,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_233 matches well with Tenant_104 (score 80.95%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
233,Tenant_233,3,289,Tenant_289,77.14,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Noise tolerance, Sleep schedule, Privacy need.","Tenant_233 matches well with Tenant_289 (score 77.14%). Top drivers: Noise tolerance, Sleep schedule, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
233,Tenant_233,4,279,Tenant_279,76.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_233 matches well with Tenant_279 (score 76.67%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
233,Tenant_233,5,58,Tenant_058,76.19,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Routine structure.","Tenant_233 matches well with Tenant_058 (score 76.19%). Top drivers: Cleanliness level, Noise tolerance, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 1 vs 1 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | routine_structure: 1 vs 1 (similarity, 1.00)"
234,Tenant_234,1,90,Tenant_090,78.33,"cleanliness_level(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Routine structure, Noise tolerance.","Tenant_234 matches well with Tenant_090 (score 78.33%). Top drivers: Cleanliness level, Routine structure, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
234,Tenant_234,2,204,Tenant_204,77.86,"sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sociability level, Guest tolerance, Noise tolerance.","Tenant_234 matches well with Tenant_204 (score 77.86%). Top drivers: Sociability level, Guest tolerance, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sociability_level: 2 vs 4 (complementarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
234,Tenant_234,3,61,Tenant_061,76.43,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_234 matches well with Tenant_061 (score 76.43%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
234,Tenant_234,4,240,Tenant_240,76.43,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sociability level, Noise tolerance.","Tenant_234 matches well with Tenant_240 (score 76.43%). Top drivers: Cleanliness level, Sociability level, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sociability_level: 2 vs 4 (complementarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
234,Tenant_234,5,106,Tenant_106,76.19,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Routine structure.","Tenant_234 matches well with Tenant_106 (score 76.19%). Top drivers: Cleanliness level, Privacy need, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | routine_structure: 5 vs 5 (similarity, 1.00)"
235,Tenant_235,1,87,Tenant_087,85.48,"noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Sleep schedule, Sociability level.","Tenant_235 matches well with Tenant_087 (score 85.48%). Top drivers: Noise tolerance, Sleep schedule, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
235,Tenant_235,2,56,Tenant_056,84.05,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_235 matches well with Tenant_056 (score 84.05%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 4 vs 4 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00)"
235,Tenant_235,3,46,Tenant_046,82.86,"cleanliness_level(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Privacy need, Sociability level.","Tenant_235 matches well with Tenant_046 (score 82.86%). Top drivers: Cleanliness level, Privacy need, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00)"
235,Tenant_235,4,189,Tenant_189,82.14,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Sleep schedule, Privacy need, Cleanliness level.","Tenant_235 matches well with Tenant_189 (score 82.14%). Top drivers: Sleep schedule, Privacy need, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 1 vs 1 (similarity, 1.00) | privacy_need: 1 vs 1 (similarity, 1.00) | cleanliness_level: 2 vs 3 (similarity, 0.75)"
235,Tenant_235,5,295,Tenant_295,80.48,"privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Sociability level, Guest tolerance.","Tenant_235 matches well with Tenant_295 (score 80.48%). Top drivers: Privacy need, Sociability level, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 1 vs 1 (similarity, 1.00) | sociability_level: 1 vs 5 (complementarity, 1.00) | guest_tolerance: 1 vs 1 (similarity, 1.00)"
236,Tenant_236,1,178,Tenant_178,83.1,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=0.75, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_236 matches well with Tenant_178 (score 83.10%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | sleep_schedule: 1 vs 2 (similarity, 0.75)"
236,Tenant_236,2,297,Tenant_297,79.76,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_236 matches well with Tenant_297 (score 79.76%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00)"
236,Tenant_236,3,160,Tenant_160,79.52,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sociability level, Noise tolerance.","Tenant_236 matches well with Tenant_160 (score 79.52%). Top drivers: Cleanliness level, Sociability level, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sociability_level: 4 vs 2 (complementarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
236,Tenant_236,4,243,Tenant_243,79.29,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_236 matches well with Tenant_243 (score 79.29%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | sleep_schedule: 1 vs 1 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
236,Tenant_236,5,53,Tenant_053,78.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Routine structure.","Tenant_236 matches well with Tenant_053 (score 78.81%). Top drivers: Cleanliness level, Noise tolerance, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
237,Tenant_237,1,217,Tenant_217,82.62,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_237 matches well with Tenant_217 (score 82.62%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | sleep_schedule: 3 vs 3 (similarity, 1.00)"
237,Tenant_237,2,40,Tenant_040,82.38,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Routine structure.","Tenant_237 matches well with Tenant_040 (score 82.38%). Top drivers: Cleanliness level, Noise tolerance, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00)"
237,Tenant_237,3,231,Tenant_231,82.38,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Guest tolerance.","Tenant_237 matches well with Tenant_231 (score 82.38%). Top drivers: Cleanliness level, Noise tolerance, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00)"
237,Tenant_237,4,88,Tenant_088,80.24,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Sociability level.","Tenant_237 matches well with Tenant_088 (score 80.24%). Top drivers: Cleanliness level, Noise tolerance, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
237,Tenant_237,5,204,Tenant_204,79.76,"sleep_schedule(mode=similarity, score=1.00, w=1.20); privacy_need(mode=similarity, score=1.00, w=1.10); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Sleep schedule, Privacy need, Guest tolerance.","Tenant_237 matches well with Tenant_204 (score 79.76%). Top drivers: Sleep schedule, Privacy need, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","sleep_schedule: 3 vs 3 (similarity, 1.00) | privacy_need: 4 vs 4 (similarity, 1.00) | guest_tolerance: 3 vs 3 (similarity, 1.00)"
238,Tenant_238,1,39,Tenant_039,83.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20)","High compatibility driven by Cleanliness level, Noise tolerance, Sleep schedule.","Tenant_238 matches well with Tenant_039 (score 83.81%). Top drivers: Cleanliness level, Noise tolerance, Sleep schedule. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 3 vs 3 (similarity, 1.00) | sleep_schedule: 5 vs 5 (similarity, 1.00)"
238,Tenant_238,2,18,Tenant_018,81.67,"privacy_need(mode=similarity, score=1.00, w=1.10); routine_structure(mode=similarity, score=1.00, w=1.00); guest_tolerance(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Privacy need, Routine structure, Guest tolerance.","Tenant_238 matches well with Tenant_018 (score 81.67%). Top drivers: Privacy need, Routine structure, Guest tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","privacy_need: 3 vs 3 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00) | guest_tolerance: 4 vs 4 (similarity, 1.00)"
238,Tenant_238,3,62,Tenant_062,81.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Routine structure, Noise tolerance.","Tenant_238 matches well with Tenant_062 (score 81.67%). Top drivers: Cleanliness level, Routine structure, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00) | noise_tolerance: 3 vs 4 (similarity, 0.75)"
238,Tenant_238,4,264,Tenant_264,80.48,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Sociability level.","Tenant_238 matches well with Tenant_264 (score 80.48%). Top drivers: Cleanliness level, Noise tolerance, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 3 vs 3 (similarity, 1.00) | noise_tolerance: 3 vs 3 (similarity, 1.00) | sociability_level: 3 vs 3 (complementarity, 1.00)"
238,Tenant_238,5,63,Tenant_063,80.24,"noise_tolerance(mode=similarity, score=1.00, w=1.30); routine_structure(mode=similarity, score=1.00, w=1.00); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Routine structure, Sociability level.","Tenant_238 matches well with Tenant_063 (score 80.24%). Top drivers: Noise tolerance, Routine structure, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 3 vs 3 (similarity, 1.00) | routine_structure: 2 vs 2 (similarity, 1.00) | sociability_level: 3 vs 3 (complementarity, 1.00)"
239,Tenant_239,1,61,Tenant_061,84.76,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Noise tolerance, Privacy need, Sociability level.","Tenant_239 matches well with Tenant_061 (score 84.76%). Top drivers: Noise tolerance, Privacy need, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | sociability_level: 5 vs 1 (complementarity, 1.00)"
239,Tenant_239,2,41,Tenant_041,82.14,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=0.75, w=1.30); conflict_style(mode=similarity, score=1.00, w=0.90)","High compatibility driven by Cleanliness level, Noise tolerance, Conflict style.","Tenant_239 matches well with Tenant_041 (score 82.14%). Top drivers: Cleanliness level, Noise tolerance, Conflict style. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75) | conflict_style: 4 vs 4 (similarity, 1.00)"
239,Tenant_239,3,68,Tenant_068,81.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10)","High compatibility driven by Cleanliness level, Noise tolerance, Privacy need.","Tenant_239 matches well with Tenant_068 (score 81.67%). Top drivers: Cleanliness level, Noise tolerance, Privacy need. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00)"
239,Tenant_239,4,269,Tenant_269,78.1,"noise_tolerance(mode=similarity, score=1.00, w=1.30); privacy_need(mode=similarity, score=1.00, w=1.10); cleanliness_level(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Noise tolerance, Privacy need, Cleanliness level.","Tenant_239 matches well with Tenant_269 (score 78.10%). Top drivers: Noise tolerance, Privacy need, Cleanliness level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","noise_tolerance: 1 vs 1 (similarity, 1.00) | privacy_need: 5 vs 5 (similarity, 1.00) | cleanliness_level: 4 vs 5 (similarity, 0.75)"
239,Tenant_239,5,123,Tenant_123,76.67,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); noise_tolerance(mode=similarity, score=0.75, w=1.30)","High compatibility driven by Cleanliness level, Sleep schedule, Noise tolerance.","Tenant_239 matches well with Tenant_123 (score 76.67%). Top drivers: Cleanliness level, Sleep schedule, Noise tolerance. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 4 vs 4 (similarity, 1.00) | sleep_schedule: 2 vs 2 (similarity, 1.00) | noise_tolerance: 1 vs 2 (similarity, 0.75)"
240,Tenant_240,1,79,Tenant_079,85.95,"cleanliness_level(mode=similarity, score=1.00, w=1.30); sleep_schedule(mode=similarity, score=1.00, w=1.20); routine_structure(mode=similarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Sleep schedule, Routine structure.","Tenant_240 matches well with Tenant_079 (score 85.95%). Top drivers: Cleanliness level, Sleep schedule, Routine structure. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | sleep_schedule: 4 vs 4 (similarity, 1.00) | routine_structure: 4 vs 4 (similarity, 1.00)"
240,Tenant_240,2,95,Tenant_095,83.81,"cleanliness_level(mode=similarity, score=1.00, w=1.30); noise_tolerance(mode=similarity, score=1.00, w=1.30); sociability_level(mode=complementarity, score=1.00, w=1.00)","High compatibility driven by Cleanliness level, Noise tolerance, Sociability level.","Tenant_240 matches well with Tenant_095 (score 83.81%). Top drivers: Cleanliness level, Noise tolerance, Sociability level. Note: similarity rewards close values, while complementarity rewards balanced pairs (on a 1..5 scale, best when a+b is about 6).","cleanliness_level: 5 vs 5 (similarity, 1.00) | noise_tolerance: 2 vs 2 (similarity, 1.00) | sociability_level: 4 vs 2 (complementarity, 1.00)"
